Tweet,Classification
"Comorbid Diagnosis of Psychotic Disorders in Borderline Personality Disorder: Prevalence and Influence on Outcome: C. W. Slotema, Jan D. Blom, Marieke B. A. Niemantsverdriet, Mathijs Deen, Iris E. C. Sommer https://t.co/T7U8jZVs0P",0
Yo that video of the baseball player hitting his girls is some of the most psychotic shit I’ve ever seen. He was hurting her and the putting on her glasses and fixing her hair to just do it again  How can a man be so devilish and she just stood there without defending herself ??,2
"American Psychiatric Association: APA Drop the Stigmatizing Term ""Schizophrenia"" - Sign the Petition! https://t.co/kEqYQpY8rx via @UKChange",0
@GieltyTom @tsllawnokrowi @ClarkeMicah Fair point. But given there is evidence that shows a link between cannabis use and psychotic illness in those predisposed (I’ll provide a few studies if asked). It is not a complete stretch to suggest that cannabis u,0
#Schizophrenia impacts about 1% of the world. See the findings of a recent study on this #disorder: https://t.co/vlvbvEAcWy https://t.co/TKiaIBhZil,0
"Fixation or psychosis?
Devoted to neurosis now
Endless romantic stories
You never could control me",0
"Recent #BOOKS x Jilet Oier Boui
tell the STRUGGLE after HER STORY
IN-STORE & ONLINE #MUSTREAD
GOOGLE the ARTIST/AUTHOR
4 HER MEDIA WEBSITE!
#it #lgbt #live #like #bestseller #amwriting #gay #literacy gifts #mentalhealth #Schizophrenia #truth #art #love #selflove #thursdaythoughts",0
.@NHSEngland are required to provide care to 50% of those experiencing First Episode Psychosis within two weeks of referral. Is this standard being met? And is the quality of care sufficient? Our paper looks at the key issues https://t.co/zXpszy25az https://t.co/wYIlQttE6R,0
"And drug use and intoxication created by such high financial gains through drug trade and islamic Terrorism enhance the heightened state of delusion in justifying extreme acts of Violence against these mostly innocent people. Kids, elderly, women, civilian men, infirm especially. https://t.co/S6NAuwZXjz",0
@maidros78 @bauddhika108 For one man's psychotic appeasement disorder crores of Hindus have been put in harms way. Go to the himalayas @narendramodi,1
@Nova_Magazine17 Oh. My. God. I hope this isn’t fake news. I have no respect for a woman who married into that family but perhaps some for bailing now. Minimal though because I don’t call people retarded. But he is psychotic and perhaps he is retarded. Fo,2
Benedict: The psychotic episode prevented Exantus from conforming his behavior to the law. #exantus,0
"@ddale8 He talks off script like a back alley thug. So, ok, he grew up in Queens. But not everyone from Q is a nasty jerk. His thought processes are deeply troubling though, & Qs has nothing to do with it. 
My favorite go to word for him is psychotic. Whe",2
"@JohnCopper16 Hm. You'd think competent representatives of the people would like to weed out psychotic behavior like this. Instead, they seem to be pouring fertilizer on it.",2
"@joerogan here come the psychotic women, now we're fucked. https://t.co/qQgdoOiAvy",2
Président de la République de l’Inde à Madagascar https://t.co/AC3KLw5LZ1 https://t.co/2bgpnXCuy5,
@GreenCourtDis @bmj_latest Most people I know who used cannabis ended Psychotic.,1
"Reading the ‘scholarship’ of this ‘professor’ I concur that ‘eco feminist’ perspective means psychotic, man hating, anti intellectual insanity. Poison: https://t.co/URPrtg1VjX",2
"Has anyone else noticed, while the psychotic moron roaming the halls of the palace...I mean, White House, playing his fiddle, congressional Rethuglicans, led by Turtleman and Dimples, sit there, thumbs (okay, fists) up their asses, doing nothing, waiting for the fire.",2
"@Robincashion1 @StumbaughBrian @GovMikeHuckabee @mcdonald Um, killing a dog is not “sometimes doing a bad thing”—it’s seriously psychotic behavior. How old was the son when he did this, btw?",2
"@calturner23 @tsllawnokrowi @ClarkeMicah Not a complete stretch, but also not a point with any real substance behind it. I think your point on psychotic illness is a much more significant factor when considering the danger of legalising vs continued prohi",0
"Erythema ab igne (EAI) found in 25 % of 100 psychiatric patients in Group 1 (53 diagnosed with ""Bipolar affective disorder""), but ""only"" in 2 % of 100 psychiatric patients in Group 2 (86 diagnosed with ""Schizophrenia"").",0
"]:[ I read the article. The drugs had caused her to go into psychosis and she was hearing voices saying she had to sacrifice her eyes to save the world.

She blinded herself as a result of the voices, it seems, since Meth would dampen your decision making ability, IG. https://t.co/ScTkSdAhXj",0
"Minerva Neurosciences to Host Key Opinion Leader Meeting on the Negative Symptoms of Schizophrenia on Thursday, .. https://t.co/kNTet9KmjB",0
Get off my page then psychotic whore??,2
@realDonaldTrump What the hell do you think you are doing? The World is planning wars and economic policy based on your psychotic ad libs.,2
"@realDonaldTrump 
This isn't political spin. This is psychosis.
https://t.co/kGugtpbpYx",2
"@BLennox4 @normanlamb Our third annual report highlights achievements but also challenges and recommendations - written with  people who work across the system including service users and carers:

South EIP Programme Annual Report: 

https://t.co/1xW7Ecjd",0
La Dispute’s lyrics address schizophrenia and everything that comes with that in such a touching and poetic way and for that I will always love their music,0
"@gregolear 2) categorize Hitler (mash up, not DSM), involving psychosis/sociopathies on four personality disorder spectrums - Sadistic, Narcissistic, Anti-Social & Paranoid. My favorite description/explanation of Trump's ""mind"", such as it is, by David @d",1
"Not trying to pick on people here but last time i checked just walking out of a school dosent change the fact that theres still psychotic assholes out there, like if u wanted to leave school for the day just do it no need to have some excuse #truthhurts",2
Doctor says drive from Indy to Versailles shows lack of planning and self-awareness..sign of psychosis. https://t.co/jRghrhfqRw,
"@realDonaldTrump You think Conner Lamb won because he is ""like"" you ... Jesus fucking Christ has anything ever happened anywhere that you take credit for? https://t.co/8kzTkrqSkC Thank you, your Psychotic Majesty for making the Sun to rise in the east tod",2
Kinda Psychotic. Loving it ??????,1
"Erythema ab igne (EAI) found in 25 % of the 100 psychiatric patients in Group 1 (53 diagnosed with ""Bipolar affective disorder""), but ""only"" in 2 % of the 100 psychiatric patients in Group 2 (86 diagnosed with ""Schizophrenia"").",0
@HayekAndKeynes They're like schizophrenic toddlers.,2
@protectaprils @Kelly_Herself @HillaryClinton When you tweet something that clearly is psychotic you deserve to be called a moron - moron,2
"Some psychosis cases an 'immune disorder' https://t.co/8TCrBjTUZ9
Why doesn't every defence lawyer get their client MRI scaned just in case they have autoimmune brain inflammation?
Clever PR by the psychiatry profession & NICE to hold on to power? https://t.co/CBhqTEnssf",0
"Science says liberals, not conservatives, are psychotic https://t.co/4VBWqofoXO via @nypost",2
"Psychosis can wax and wane over an hourly, daily, weekly basis, Benedict says. #exantus",0
"@snipy It's just a variation on the old ""lying for Jesus"" psychosis that evangelicals equate with agape.",2
"Then Internet. Info hose, more bubbles, identity building. Journalism dies, replaced by attention economy. Most never had such a discrete identity to begin with and so being forced to create one results in psychosis. Further stratified, rich/poor, blue check/no check",1
"This is a beautiful little film by my friend Louis, about his brother Justin, who loves birdwatching and also happens to have schizophrenia. #BigBrother https://t.co/XmYBwwY8gz",0
"Thank you for reading. I would love it if you also would read my books. The Other Place Series can help you learn more about psychosis & ableism, too. Plus, I’m told they’re just good reads. ?? https://t.co/VJ82RfkzLd",0
People keep sending me screenshots...  I'm not the psychotic lunatic who has 100 fake accounts to stalk an ex boyfriends new girlfriend because I feel threatened.,2
Deletion of dopamine D2 receptors from parvalbumin interneurons in mouse causes schizophrenia-like phenotypes https://t.co/hg4xTZCDWN,0
Tennis – Afrique Australe U12 – Madagascar s’offre une belle entrée – L’Express de Madagascar https://t.co/mCOnA0rk4K,
A 20-Year-Old Gouged Out Her Own Eyes. Here’s What Makes People Do This. https://t.co/PGQliuutbR,0
Its consequences with putting #police in schools and giving #teachers #guns its just simple to deal with people accordingly instead of isolating the #mentallyill and ignoring the threat #isolation makes you more #psychotic think if the famous #SerialKiller #jefferydahamer https://t.co/2G5zCwCoLV,1
@Confews23 BREAKING: VINCE CABLE FOUND IN INHUMANE FOLK FESTIVAL AFTER PSYCHOTIC EPISODE,1
Psychotic Crown Prince hid his own mother from his father fearing she would influence Saudi policies and prevent him from power grabbing. https://t.co/vtdsvP6eQR,2
Doctor says  sleep disturbance is classic sign of mood disorders. He states lack of sleep compounds psychosis. @LEX18News https://t.co/TB4NIhoF2f,
"@bookhaver dg fans make fun of mc ride for looking like a ""homeless black schizo"" and considering he was actually homeless for a while and has heavily implied he has some kind of psychotic disorder its like :////",0
Psychologist says Exantus was psychotic during initial police interview.,0
"American Psychiatric Association: APA Drop the Stigmatizing Term ""Schizophrenia"" - Sign the Petition! https://t.co/xmV2Ps9maO via @UKChange",0
"Forgot one thing that my therapist told me that I actually didn't know, but I intuitively know--if someone has psychosis and is untreated, their IQ goes ??

Another reason why being rational doesn't work here--so I followed my intuition correctly.",0
In psychosis: https://t.co/TBkT6rNBU1 via @YouTube,0
"Echolalia: An involuntary repetition of words… frequently seen in catatonic schizophrenia
https://t.co/fFwERAyjZL 
#Internet_For_Mitra_Now
#???????_????_?????",0
Dude it’s 2018 we deserve equal rights https://t.co/D4Z79P54IN,0
"@HatsuxMei He peered at her. And grinned, wide, looking psychotic as fuck, as he quietly squeezed her butt.

""You do? Same.""",2
@MidniteWrangler @HadleyHartx @sailoremo @theonlytyy Because liberals are violent and psychotic.,2
Thread on neurodivergence & ableism ? https://t.co/Vk1SW6aPQj,0
Dude lock this psychotic bitch up https://t.co/I8u2kQmbLv,2
"@PastorKrisF A very astute observation. I would add psychotic. Psychotic and constipated, and you have a winner.",2
I miss my boyfriend literally all the time I’m psychotic,1
I’m convinced my grandma is psychotic,1
"@MechaTonx @despotate @kalazajar I'm not a psychologist nor a psychiatrist so I wouldn't know, but I'm sure that very much like with schizophrenia or other disorders, research will eventually come up with a cure for it",0
How the fuck am I trying to be identical to you when the proof is there that you completely copied my tweet?? I have many more screenshots of you completely copying me you stupid psychotic whore! Just get over the fact I do not want your dick fetish boyfriend??,2
"@nytimes Honestly, I despise this psychotic narcoleptic narcissist. Completely unqualified and a douche canoe, as well.",2
@mnaseba @kara_linda @Techrine41 @Kokokolalove @kristinagarci @myaddictionssv @fck_u_all__ The girl is not sick or she was not the one mentioned as sick so to say. Her mom - aslis elder sis is  schizophrenic. We dont know what this kiz is though ?? yet we,1
Anybody know the number to my local doctors? Think my guys got schizophrenia https://t.co/oIXYYC4SvW,1
@orangepussygrab I know. They’re f*cking psychotic.,2
PSYCHOTIC SICK MORON congrats himself for opening a door!  NUTS!,
What if she did save the world but we all just think she’s crazy.... we really don’t know ?? https://t.co/5vkFiSztIt,1
"Dr. Benedict says Exantus has had no criminal convictions, or contact in juvenile court, no history of record. https://t.co/Uad99bVaLL",0
I had a psychotic break 2 years ago. My life was changed irrevocably. I still have no idea what's fucking real and what is it. I often have deja vu that is accompanied by immense dread. Do YOU know a cure for deja vu? No? There is none!,0
